emp_no,title,from_date,to_date
485160,Technique Leader,1999-09-05,9999-01-01
485170,Technique Leader,1996-09-16,9999-01-01
485180,Technique Leader,1994-09-13,9999-01-01
485190,Senior Staff,1996-01-30,9999-01-01
485190,Staff,1987-01-30,1996-01-30
485200,Staff,1999-08-27,2001-02-21
485210,Technique Leader,1999-09-11,9999-01-01
485220,Engineer,1994-02-10,1994-07-20
485230,Staff,1997-12-16,9999-01-01
485240,Engineer,1986-08-15,1992-08-14
485240,Senior Engineer,1992-08-14,9999-01-01
485250,Staff,1997-11-25,9999-01-01
485260,Staff,1989-01-16,1992-05-12
485270,Technique Leader,1995-01-21,9999-01-01
485280,Engineer,1994-06-12,2002-06-12
485280,Senior Engineer,2002-06-12,9999-01-01
485290,Engineer,1991-02-14,1998-02-14
485290,Senior Engineer,1998-02-14,9999-01-01
485300,Assistant Engineer,1993-12-04,1998-12-04
485300,Engineer,1998-12-04,9999-01-01
485310,Senior Staff,1995-08-14,9999-01-01
485310,Staff,1990-08-14,1995-08-14
485320,Engineer,1998-10-12,9999-01-01
485330,Senior Staff,2001-06-30,9999-01-01
485330,Staff,1993-06-30,2001-06-30
485340,Engineer,1998-10-01,1999-06-08
485350,Engineer,1996-02-23,9999-01-01
485360,Senior Staff,1994-07-13,9999-01-01
485370,Staff,1995-09-07,9999-01-01
485380,Staff,1988-08-26,1992-05-21
485390,Technique Leader,1985-05-15,9999-01-01
485400,Senior Staff,1992-11-28,9999-01-01
485400,Staff,1987-11-29,1992-11-28
485410,Senior Engineer,1992-12-18,9999-01-01
485420,Senior Engineer,1987-12-13,9999-01-01
485430,Engineer,1988-07-11,1993-07-11
485430,Senior Engineer,1993-07-11,9999-01-01
485440,Staff,1996-03-31,1999-05-10
485450,Staff,1993-06-16,1994-12-19
485460,Senior Engineer,1998-09-30,9999-01-01
485470,Engineer,1994-01-05,2000-01-05
485470,Senior Engineer,2000-01-05,9999-01-01
485480,Engineer,1987-08-04,1996-08-03
485480,Senior Engineer,1996-08-03,9999-01-01
485490,Staff,1999-05-15,9999-01-01
485500,Senior Staff,2000-12-11,9999-01-01
485500,Staff,1992-12-11,2000-12-11
485510,Engineer,1997-02-24,2002-02-24
485510,Senior Engineer,2002-02-24,9999-01-01
485520,Senior Staff,2000-10-02,9999-01-01
485520,Staff,1995-10-03,2000-10-02
485530,Senior Staff,1992-12-10,9999-01-01
485530,Staff,1987-12-11,1992-12-10
485540,Staff,1985-03-24,1987-11-29
485550,Senior Staff,1999-08-16,9999-01-01
485560,Engineer,1990-05-13,1995-05-13
485560,Senior Engineer,1995-05-13,9999-01-01
485570,Engineer,1997-06-19,9999-01-01
485580,Staff,1993-05-29,1997-08-19
485590,Engineer,1991-11-28,1997-11-27
485590,Senior Engineer,1997-11-27,9999-01-01
485600,Senior Staff,2000-01-09,9999-01-01
485610,Engineer,1992-07-30,2000-07-30
485610,Senior Engineer,2000-07-30,9999-01-01
485620,Staff,1996-03-28,1998-07-28
485630,Senior Engineer,1999-08-21,9999-01-01
485640,Senior Staff,1993-09-11,9999-01-01
485640,Staff,1985-09-11,1993-09-11
485650,Senior Staff,1996-09-16,9999-01-01
485660,Senior Engineer,1987-06-25,1993-11-07
485670,Senior Engineer,1993-10-23,9999-01-01
485680,Staff,1999-11-24,2000-03-10
485690,Engineer,1993-05-18,1998-05-18
485690,Senior Engineer,1998-05-18,9999-01-01
485700,Senior Staff,1996-11-17,9999-01-01
485700,Staff,1988-11-17,1996-11-17
485710,Senior Staff,1999-04-02,9999-01-01
485710,Staff,1993-04-02,1999-04-02
485720,Senior Staff,1992-04-14,9999-01-01
485720,Staff,1986-04-15,1992-04-14
485730,Senior Staff,1991-09-07,9999-01-01
485730,Staff,1986-09-07,1991-09-07
485740,Senior Engineer,1993-05-19,9999-01-01
485750,Senior Staff,1986-09-20,9999-01-01
485760,Senior Engineer,1987-10-08,1990-05-05
485770,Senior Staff,1993-03-29,9999-01-01
485770,Staff,1985-03-29,1993-03-29
485780,Senior Staff,1999-09-06,9999-01-01
485780,Staff,1993-09-06,1999-09-06
485790,Senior Staff,2001-08-07,9999-01-01
485790,Staff,1995-08-08,2001-08-07
485800,Senior Staff,1997-03-14,2002-06-07
485800,Staff,1990-03-14,1997-03-14
485810,Assistant Engineer,1992-05-22,2001-05-22
485810,Engineer,2001-05-22,9999-01-01
485820,Engineer,1999-12-15,9999-01-01
485830,Senior Staff,1987-01-28,9999-01-01
485840,Staff,1997-04-21,9999-01-01
485850,Staff,1999-05-25,9999-01-01
485860,Engineer,1999-05-14,9999-01-01
485870,Staff,1996-03-10,1999-01-22
485880,Senior Staff,1991-05-12,9999-01-01
485890,Engineer,1996-12-30,2001-12-30
485890,Senior Engineer,2001-12-30,9999-01-01
485900,Staff,1993-09-15,9999-01-01
485910,Senior Engineer,1994-03-10,9999-01-01
485920,Assistant Engineer,1992-10-26,1997-10-26
485920,Engineer,1997-10-26,9999-01-01
485930,Senior Staff,1994-07-11,9999-01-01
485940,Senior Staff,1994-04-08,9999-01-01
485940,Staff,1985-04-08,1994-04-08
485950,Senior Staff,1996-02-15,9999-01-01
485950,Staff,1989-02-14,1996-02-15
485960,Assistant Engineer,1985-11-17,1992-11-17
485960,Engineer,1992-11-17,1999-11-18
485960,Senior Engineer,1999-11-18,9999-01-01
485970,Staff,1994-06-10,1995-09-03
485980,Staff,1994-10-09,1996-07-24
485990,Senior Staff,1993-07-08,9999-01-01
486000,Engineer,1990-09-09,1999-09-09
486000,Senior Engineer,1999-09-09,9999-01-01
486010,Senior Staff,2001-01-02,9999-01-01
486010,Staff,1994-01-02,2001-01-02
486020,Senior Staff,1995-12-30,9999-01-01
486020,Staff,1988-12-29,1995-12-30
486030,Engineer,1992-08-11,1997-08-11
486030,Senior Engineer,1997-08-11,9999-01-01
486040,Senior Staff,2001-09-14,2002-02-25
486040,Staff,1996-09-14,2001-09-14
486050,Senior Engineer,1999-06-13,9999-01-01
486060,Engineer,1989-05-20,1997-05-20
486060,Senior Engineer,1997-05-20,9999-01-01
486070,Engineer,1990-07-05,1999-07-05
486070,Senior Engineer,1999-07-05,9999-01-01
486080,Engineer,1985-05-15,1992-05-15
486080,Senior Engineer,1992-05-15,9999-01-01
486090,Engineer,1996-10-29,9999-01-01
486100,Senior Engineer,1991-10-23,9999-01-01
486110,Senior Staff,1995-03-26,9999-01-01
486110,Staff,1990-03-26,1995-03-26
486120,Senior Staff,1989-02-19,9999-01-01
486130,Engineer,1992-06-21,1993-09-30
486140,Engineer,1991-04-12,1996-04-11
486140,Senior Engineer,1996-04-11,9999-01-01
486150,Staff,1992-06-14,1998-06-22
486160,Senior Staff,1987-07-09,9999-01-01
486170,Senior Engineer,1999-09-01,1999-09-23
486180,Senior Staff,1997-03-15,9999-01-01
486180,Staff,1989-03-15,1997-03-15
486190,Engineer,1996-07-01,9999-01-01
486200,Senior Engineer,1999-09-01,9999-01-01
486210,Senior Staff,1996-01-04,9999-01-01
486210,Staff,1987-01-04,1996-01-04
486220,Engineer,1999-08-02,9999-01-01
486230,Engineer,1990-11-07,1999-11-07
486230,Senior Engineer,1999-11-07,9999-01-01
486240,Senior Staff,1986-09-10,9999-01-01
486250,Engineer,1987-08-01,1993-07-31
486250,Senior Engineer,1993-07-31,9999-01-01
486260,Technique Leader,1999-03-17,9999-01-01
486270,Engineer,1999-03-12,9999-01-01
486280,Engineer,1990-09-01,1996-08-31
486280,Senior Engineer,1996-08-31,9999-01-01
486290,Engineer,1986-11-02,1994-11-02
486290,Senior Engineer,1994-11-02,9999-01-01
486300,Technique Leader,1995-09-03,9999-01-01
486310,Senior Staff,1996-11-01,9999-01-01
486320,Assistant Engineer,1996-02-16,9999-01-01
486330,Engineer,1990-11-24,1997-11-24
486330,Senior Engineer,1997-11-24,9999-01-01
486340,Senior Staff,1985-11-26,9999-01-01
486350,Staff,1995-12-20,9999-01-01
486360,Engineer,1993-05-27,1998-05-27
486360,Senior Engineer,1998-05-27,9999-01-01
486370,Senior Staff,1990-08-21,9999-01-01
486380,Senior Staff,1995-06-13,9999-01-01
486380,Staff,1986-06-13,1995-06-13
486390,Senior Staff,1987-02-10,9999-01-01
486400,Assistant Engineer,1992-02-20,1999-02-20
486400,Engineer,1999-02-20,9999-01-01
486410,Senior Engineer,1990-09-22,9999-01-01
486420,Senior Staff,1999-08-29,9999-01-01
486420,Staff,1990-08-29,1999-08-29
486430,Engineer,1997-09-25,9999-01-01
486440,Senior Staff,1996-11-23,9999-01-01
486440,Staff,1991-11-24,1996-11-23
486450,Technique Leader,1991-07-17,9999-01-01
486460,Staff,1996-08-25,9999-01-01
486470,Senior Staff,1998-11-22,9999-01-01
486470,Staff,1992-11-22,1998-11-22
486480,Senior Engineer,1995-07-30,9999-01-01
486490,Engineer,1995-08-17,9999-01-01
486500,Engineer,1998-07-27,9999-01-01
486510,Senior Staff,2000-05-01,9999-01-01
486510,Staff,1991-05-02,2000-05-01
486520,Senior Staff,1997-02-24,9999-01-01
486520,Staff,1990-02-24,1997-02-24
486530,Staff,1994-01-21,2000-08-27
486540,Assistant Engineer,1987-08-01,1996-07-31
486540,Engineer,1996-07-31,9999-01-01
486550,Engineer,1994-06-07,2002-06-07
486550,Senior Engineer,2002-06-07,9999-01-01
486560,Technique Leader,1987-11-23,9999-01-01
486570,Engineer,1996-12-11,1998-08-22
486580,Engineer,1997-08-15,9999-01-01
486590,Senior Staff,1995-12-20,9999-01-01
486590,Staff,1988-12-19,1995-12-20
486600,Senior Staff,1990-02-26,9999-01-01
486600,Staff,1985-02-26,1990-02-26
486610,Engineer,1995-12-01,2001-11-30
486610,Senior Engineer,2001-11-30,9999-01-01
486620,Engineer,1994-10-23,1999-10-23
486620,Senior Engineer,1999-10-23,9999-01-01
486630,Senior Staff,1997-07-02,9999-01-01
486630,Staff,1988-07-02,1997-07-02
486640,Engineer,1999-04-16,9999-01-01
486650,Engineer,1990-04-16,1993-02-20
486660,Staff,1998-01-25,9999-01-01
486670,Engineer,1991-12-06,1998-12-06
486670,Senior Engineer,1998-12-06,9999-01-01
486680,Senior Staff,1995-04-24,9999-01-01
486680,Staff,1988-04-23,1995-04-24
486690,Assistant Engineer,1987-04-23,1993-04-22
486690,Engineer,1993-04-22,1999-04-22
486690,Senior Engineer,1999-04-22,9999-01-01
486700,Senior Engineer,1997-05-08,9999-01-01
486710,Engineer,1996-06-17,9999-01-01
486720,Engineer,1986-06-15,1993-06-15
486720,Senior Engineer,1993-06-15,9999-01-01
486730,Senior Staff,1995-08-24,9999-01-01
486740,Engineer,1989-07-09,1995-07-09
486740,Senior Engineer,1995-07-09,9999-01-01
486750,Engineer,1996-02-03,2002-05-27
486760,Staff,1997-08-13,9999-01-01
486770,Senior Staff,1995-01-11,2001-05-25
486770,Staff,1990-01-11,1995-01-11
486780,Engineer,1990-10-16,1995-05-12
486790,Assistant Engineer,1990-04-28,1997-04-28
486790,Engineer,1997-04-28,9999-01-01
486800,Engineer,1987-05-27,1996-05-26
486800,Senior Engineer,1996-05-26,9999-01-01
486810,Senior Staff,1993-09-07,9999-01-01
486820,Engineer,1993-04-02,1999-04-02
486820,Senior Engineer,1999-04-02,9999-01-01
486830,Senior Staff,1992-09-07,1999-09-23
486830,Staff,1986-09-08,1992-09-07
486840,Senior Staff,1994-04-01,9999-01-01
486840,Staff,1988-04-01,1994-04-01
486850,Senior Staff,1994-01-09,1997-02-15
486860,Engineer,1986-11-24,1994-11-24
486860,Senior Engineer,1994-11-24,9999-01-01
486870,Senior Staff,1999-05-08,9999-01-01
486880,Senior Staff,1995-11-17,1999-09-02
486880,Staff,1990-11-17,1995-11-17
486890,Staff,1995-09-04,9999-01-01
486900,Technique Leader,1992-03-19,9999-01-01
486910,Staff,1989-11-05,1991-02-16
486920,Assistant Engineer,1988-12-19,1995-12-20
486920,Engineer,1995-12-20,9999-01-01
486930,Senior Engineer,1993-11-04,9999-01-01
486940,Assistant Engineer,1992-03-07,1997-03-07
486940,Engineer,1997-03-07,2002-03-07
486940,Senior Engineer,2002-03-07,9999-01-01
486950,Engineer,1999-09-09,9999-01-01
486960,Senior Staff,2001-11-19,9999-01-01
486960,Staff,1992-11-19,2001-11-19
486970,Staff,1999-08-02,2001-01-11
486980,Senior Staff,1986-04-15,9999-01-01
486990,Engineer,1993-06-12,1996-07-26
487000,Senior Staff,1996-11-04,9999-01-01
487010,Staff,1997-06-25,1999-02-15
487020,Senior Staff,1996-12-02,9999-01-01
487020,Staff,1987-12-03,1996-12-02
487030,Staff,1999-07-10,9999-01-01
487040,Assistant Engineer,1992-10-10,1998-10-10
487040,Engineer,1998-10-10,9999-01-01
487050,Senior Staff,1996-10-23,9999-01-01
487050,Staff,1989-10-23,1996-10-23
487060,Engineer,1985-03-17,1992-03-17
487060,Senior Engineer,1992-03-17,9999-01-01
487070,Staff,1999-09-13,2000-03-06
487080,Senior Staff,2000-11-08,9999-01-01
487080,Staff,1992-11-08,2000-11-08
487090,Engineer,1985-02-23,1990-02-23
487090,Senior Engineer,1990-02-23,9999-01-01
487100,Engineer,1994-03-01,2001-03-01
487100,Senior Engineer,2001-03-01,9999-01-01
487110,Senior Staff,1997-03-29,1997-10-05
487120,Staff,1996-06-05,9999-01-01
487130,Technique Leader,1988-01-28,9999-01-01
487140,Engineer,1991-10-03,1998-10-03
487140,Senior Engineer,1998-10-03,2001-12-08
487150,Senior Staff,1998-01-15,9999-01-01
487150,Staff,1992-01-16,1998-01-15
487160,Engineer,1990-10-18,1999-10-18
487160,Senior Engineer,1999-10-18,9999-01-01
487170,Senior Engineer,1990-05-24,9999-01-01
487180,Engineer,1985-03-11,1993-03-11
487180,Senior Engineer,1993-03-11,9999-01-01
487190,Engineer,1985-03-05,1990-03-05
487190,Senior Engineer,1990-03-05,9999-01-01
487200,Senior Staff,1998-01-20,9999-01-01
487200,Staff,1989-01-20,1998-01-20
487210,Staff,1997-12-21,9999-01-01
487220,Senior Engineer,1997-08-11,9999-01-01
487230,Senior Staff,1994-10-19,9999-01-01
487230,Staff,1988-10-19,1994-10-19
487240,Engineer,1992-01-18,1998-01-17
487240,Senior Engineer,1998-01-17,9999-01-01
487250,Engineer,1996-03-15,9999-01-01
487260,Senior Staff,1998-12-03,9999-01-01
487260,Staff,1993-12-03,1998-12-03
487270,Engineer,1991-04-21,1996-04-20
487270,Senior Engineer,1996-04-20,9999-01-01
487280,Engineer,1990-01-14,1999-01-14
487280,Senior Engineer,1999-01-14,9999-01-01
487290,Engineer,1985-08-30,1994-08-30
487290,Senior Engineer,1994-08-30,9999-01-01
487300,Engineer,1999-06-22,9999-01-01
487310,Staff,1996-02-10,1999-07-01
487320,Senior Staff,1993-09-04,9999-01-01
487320,Staff,1988-09-04,1993-09-04
487330,Staff,1998-06-07,9999-01-01
487340,Senior Staff,1998-10-31,9999-01-01
487340,Staff,1992-10-31,1998-10-31
487350,Senior Staff,1993-07-17,9999-01-01
487350,Staff,1986-07-17,1993-07-17
487360,Engineer,1987-06-02,1996-06-01
487360,Senior Engineer,1996-06-01,9999-01-01
487370,Engineer,1994-03-21,2002-03-21
487370,Senior Engineer,2002-03-21,9999-01-01
487380,Senior Engineer,1997-11-07,9999-01-01
487390,Engineer,1987-08-31,1994-08-31
487390,Senior Engineer,1994-08-31,9999-01-01
487400,Technique Leader,1992-05-19,9999-01-01
487410,Engineer,1989-03-06,1994-03-06
487410,Senior Engineer,1994-03-06,9999-01-01
487420,Technique Leader,1993-10-12,1998-07-25
487430,Engineer,1995-01-07,2000-01-07
487430,Senior Engineer,2000-01-07,9999-01-01
487440,Engineer,1999-05-31,2001-09-19
487450,Senior Staff,2000-02-16,9999-01-01
487450,Staff,1994-02-16,2000-02-16
487460,Engineer,1986-02-05,1991-02-05
487460,Senior Engineer,1991-02-05,9999-01-01
487470,Senior Staff,1993-09-01,2001-05-23
487480,Staff,1991-10-03,1996-06-22
487490,Senior Engineer,1987-07-17,9999-01-01
487500,Staff,1999-05-07,9999-01-01
487510,Senior Engineer,1994-11-26,1999-01-24
487520,Senior Staff,1985-08-04,9999-01-01
487530,Senior Staff,1994-06-16,2001-05-02
487530,Staff,1987-06-16,1994-06-16
487540,Staff,1997-02-20,9999-01-01
487550,Senior Staff,1997-08-20,9999-01-01
487550,Staff,1991-08-21,1997-08-20
487560,Engineer,1995-06-07,2000-06-06
487560,Senior Engineer,2000-06-06,9999-01-01
487570,Engineer,1990-04-17,1996-04-16
487570,Senior Engineer,1996-04-16,9999-01-01
487580,Engineer,1993-02-08,1999-02-08
487580,Senior Engineer,1999-02-08,9999-01-01
487590,Staff,1992-03-31,1995-12-13
487600,Engineer,1990-01-24,1996-01-24
487600,Senior Engineer,1996-01-24,9999-01-01
487610,Engineer,1998-02-18,1998-06-21
487620,Senior Engineer,1990-06-12,9999-01-01
487630,Senior Staff,2001-06-06,9999-01-01
487630,Staff,1996-06-06,2001-06-06
487640,Engineer,1988-07-11,1995-07-12
487640,Senior Engineer,1995-07-12,9999-01-01
487650,Engineer,1999-12-15,9999-01-01
487660,Assistant Engineer,1991-05-21,2000-05-20
487660,Engineer,2000-05-20,9999-01-01
487670,Senior Staff,1995-05-08,9999-01-01
487670,Staff,1990-05-08,1995-05-08
487680,Engineer,1999-05-02,9999-01-01
487690,Senior Staff,1990-12-07,9999-01-01
487690,Staff,1985-12-07,1990-12-07
487700,Senior Staff,2000-09-04,2001-12-03
487700,Staff,1991-09-05,2000-09-04
487710,Engineer,1997-01-28,9999-01-01
487720,Engineer,1989-12-13,1996-12-13
487720,Senior Engineer,1996-12-13,9999-01-01
487730,Engineer,1987-10-02,1994-10-02
487730,Senior Engineer,1994-10-02,9999-01-01
487740,Engineer,1998-12-18,9999-01-01
487750,Engineer,1997-03-04,2002-03-04
487750,Senior Engineer,2002-03-04,9999-01-01
487760,Senior Engineer,1987-03-09,9999-01-01
487770,Engineer,1991-07-26,1998-07-26
487770,Senior Engineer,1998-07-26,9999-01-01
487780,Staff,1997-08-03,9999-01-01
487790,Engineer,1987-11-19,1992-11-18
487790,Senior Engineer,1992-11-18,9999-01-01
487800,Senior Staff,2002-01-14,9999-01-01
487800,Staff,1993-01-14,2002-01-14
487810,Technique Leader,1994-01-02,9999-01-01
487820,Senior Engineer,1996-04-07,9999-01-01
487830,Engineer,1988-04-08,1993-04-08
487830,Senior Engineer,1993-04-08,1996-12-05
487840,Engineer,1989-03-06,1998-03-06
487840,Senior Engineer,1998-03-06,9999-01-01
487850,Senior Engineer,1995-06-14,9999-01-01
487860,Engineer,1998-08-14,9999-01-01
487870,Engineer,1996-04-20,9999-01-01
487880,Technique Leader,1992-01-15,9999-01-01
487890,Senior Engineer,1998-05-25,2001-05-18
487900,Senior Staff,2000-07-03,9999-01-01
487900,Staff,1995-07-04,2000-07-03
487910,Senior Engineer,1997-09-19,9999-01-01
487920,Engineer,1989-04-04,1998-04-03
487920,Senior Engineer,1998-04-03,9999-01-01
487930,Senior Staff,1998-08-21,9999-01-01
487930,Staff,1992-08-21,1998-08-21
487940,Engineer,1991-09-13,1998-09-13
487940,Senior Engineer,1998-09-13,9999-01-01
487950,Staff,1995-02-08,9999-01-01
487960,Staff,1996-12-06,9999-01-01
487970,Engineer,1987-08-28,1994-08-09
487980,Senior Engineer,1993-04-10,9999-01-01
487990,Staff,1999-08-18,2000-01-09
488000,Technique Leader,1985-11-28,9999-01-01
488010,Senior Staff,1998-05-12,9999-01-01
488010,Staff,1991-05-12,1998-05-12
488020,Engineer,1990-10-15,1995-10-15
488020,Senior Engineer,1995-10-15,9999-01-01
488030,Senior Staff,1996-04-19,2001-04-20
488030,Staff,1991-04-20,1996-04-19
488040,Senior Staff,1999-02-01,9999-01-01
488050,Staff,1988-02-17,1988-12-25
488060,Technique Leader,1992-02-18,1993-07-05
488070,Engineer,1992-08-24,1999-01-14
488080,Senior Staff,1996-06-09,9999-01-01
488080,Staff,1990-06-10,1996-06-09
488090,Senior Engineer,1987-10-06,9999-01-01
488100,Assistant Engineer,1997-08-12,2000-08-05
488110,Senior Engineer,1999-05-06,9999-01-01
488120,Engineer,1985-04-06,1985-09-18
488130,Engineer,1995-10-13,9999-01-01
488140,Staff,1993-08-24,9999-01-01
488150,Senior Staff,2001-12-25,2002-04-02
488150,Staff,1994-12-25,2001-12-25
488160,Senior Staff,1994-10-29,9999-01-01
488170,Staff,1999-04-09,9999-01-01
488180,Assistant Engineer,1985-02-18,1990-02-18
488180,Engineer,1990-02-18,1995-02-18
488180,Senior Engineer,1995-02-18,9999-01-01
488190,Senior Staff,1996-02-23,9999-01-01
488200,Senior Staff,1998-06-12,9999-01-01
488200,Staff,1992-06-12,1998-06-12
488210,Senior Staff,1998-01-26,9999-01-01
488210,Staff,1991-01-26,1998-01-26
488220,Senior Staff,1990-05-21,9999-01-01
488220,Staff,1985-05-21,1990-05-21
488230,Senior Engineer,1987-06-25,9999-01-01
488240,Engineer,1991-09-01,1996-08-31
488240,Senior Engineer,1996-08-31,1998-12-11
488250,Engineer,1999-02-13,9999-01-01
488260,Staff,1991-03-13,1995-12-12
488270,Engineer,1985-04-28,1992-04-28
488270,Senior Engineer,1992-04-28,9999-01-01
488280,Senior Engineer,1986-01-15,9999-01-01
488290,Senior Engineer,1986-03-26,1995-09-24
488300,Assistant Engineer,1989-05-21,1994-05-21
488300,Engineer,1994-05-21,1999-05-21
488300,Senior Engineer,1999-05-21,9999-01-01
488310,Engineer,1992-03-18,1995-06-15
488320,Engineer,1993-09-20,2001-09-20
488320,Senior Engineer,2001-09-20,9999-01-01
488330,Engineer,1999-07-15,1999-11-01
488340,Technique Leader,1999-12-10,9999-01-01
488350,Technique Leader,1998-03-28,9999-01-01
488360,Senior Staff,1988-11-12,9999-01-01
488370,Staff,1992-06-24,1998-10-10
488380,Engineer,1999-08-05,2001-01-03
488390,Engineer,1994-02-05,1998-12-03
488400,Senior Staff,1993-07-12,9999-01-01
488400,Staff,1985-07-12,1993-07-12
488410,Senior Staff,1996-01-18,9999-01-01
488410,Staff,1991-01-18,1996-01-18
488420,Assistant Engineer,1993-05-27,1999-05-27
488420,Engineer,1999-05-27,9999-01-01
488430,Staff,1994-05-01,9999-01-01
488440,Senior Engineer,1988-07-18,1997-04-28
488450,Engineer,1989-08-05,1990-02-02
488460,Engineer,1995-10-03,2001-10-02
488460,Senior Engineer,2001-10-02,9999-01-01
488470,Staff,1998-01-18,2002-06-12
488480,Engineer,1994-08-19,2000-08-18
488480,Senior Engineer,2000-08-18,9999-01-01
488490,Senior Staff,1992-06-27,1993-10-31
488490,Staff,1985-06-27,1992-06-27
488500,Senior Engineer,1985-10-23,9999-01-01
488510,Staff,1998-03-17,9999-01-01
488520,Engineer,1990-09-03,1998-09-03
488520,Senior Engineer,1998-09-03,9999-01-01
488530,Senior Staff,1995-06-02,9999-01-01
488540,Senior Staff,1996-04-12,9999-01-01
488550,Engineer,1989-02-23,1995-02-23
488550,Senior Engineer,1995-02-23,9999-01-01
488560,Engineer,1989-11-18,1991-10-29
488570,Technique Leader,1990-02-10,9999-01-01
488580,Engineer,1988-02-20,1997-02-19
488580,Senior Engineer,1997-02-19,9999-01-01
488590,Engineer,1986-01-10,1991-01-10
488590,Senior Engineer,1991-01-10,9999-01-01
488600,Senior Staff,1985-05-19,9999-01-01
488610,Senior Staff,1995-10-03,9999-01-01
488610,Staff,1987-10-03,1995-10-03
488620,Engineer,1992-07-28,2000-07-28
